Figure 2.2 - ,"A set of twelve scatterplots showing the proportion of articles in each journal in each year that are in the topic Early Modern. There is one scatterplot for each of the twelve journals that are the focus of this book. In each scatterplot, the x-axis is the year, and the y-axis is the proportion of articles in that year in that journal in this topic. Here are the average values for each of the twelve scatterplots - these tell you on average how much of the journal is dedicated to this topic. Mind - 1.3%. Proceedings of the Aristotelian Society - 1.2%. Ethics - 0.1%. Philosophical Review - 2.9%. Analysis - 0.3%. Philosophy and Public Affairs - 0.0%. Journal of Philosophy - 0.6%. Philosophy and Phenomenological Research - 1.4%. Philosophy of Science - 0.3%. Nožs - 0.9%. The Philosophical Quarterly - 1.1%. British Journal for the Philosophy of Science - 0.4%. The topic reaches its zenith in year 1888 when it makes up, on average across the journals, 7.3% of the articles. And it hits a minimum in year 1885 when it makes up, on average across the journals, 0.1% of the articles."
Figure 2.3 - ,"A scatterplot showing which proportion of articles each year are in the topic Psychology. The x-axis shows the year, the y-axis measures the proportion of articles each year in this topic. There is one dot per year. The highest value is in 1889 when 29.9% of articles were in this topic. The lowest value is in 2012 when 0.1% of articles were in this topic. The full table that provides the data for this graph is available in Table A.1 in Appendix A."
Figure 2.4 - ,"A set of twelve scatterplots showing the proportion of articles in each journal in each year that are in the topic Psychology. There is one scatterplot for each of the twelve journals that are the focus of this book. In each scatterplot, the x-axis is the year, and the y-axis is the proportion of articles in that year in that journal in this topic. Here are the average values for each of the twelve scatterplots - these tell you on average how much of the journal is dedicated to this topic. Mind - 5.2%. Proceedings of the Aristotelian Society - 3.6%. Ethics - 0.1%. Philosophical Review - 1.9%. Analysis - 0.3%. Philosophy and Public Affairs - 0.0%. Journal of Philosophy - 0.7%. Philosophy and Phenomenological Research - 0.8%. Philosophy of Science - 0.5%. Nožs - 0.2%. The Philosophical Quarterly - 0.5%. British Journal for the Philosophy of Science - 0.5%. The topic reaches its zenith in year 1889 when it makes up, on average across the journals, 29.9% of the articles. And it hits a minimum in year 2009 when it makes up, on average across the journals, 0.1% of the articles."
Figure 2.5 - ,"A scatterplot showing which proportion of articles each year are in the topic Idealism. The x-axis shows the year, the y-axis measures the proportion of articles each year in this topic. There is one dot per year. The highest value is in 1909 when 29.1% of articles were in this topic. The lowest value is in 2012 when 0.2% of articles were in this topic. The full table that provides the data for this graph is available in Table A.2 in Appendix A."
Figure 2.6 - ,"A set of twelve scatterplots showing the proportion of articles in each journal in each year that are in the topic Idealism. There is one scatterplot for each of the twelve journals that are the focus of this book. In each scatterplot, the x-axis is the year, and the y-axis is the proportion of articles in that year in that journal in this topic. Here are the average values for each of the twelve scatterplots - these tell you on average how much of the journal is dedicated to this topic. Mind - 7.1%. Proceedings of the Aristotelian Society - 8.8%. Ethics - 1.1%. Philosophical Review - 8.9%. Analysis - 0.3%. Philosophy and Public Affairs - 0.3%. Journal of Philosophy - 4.0%. Philosophy and Phenomenological Research - 3.0%. Philosophy of Science - 1.8%. Nožs - 0.5%. The Philosophical Quarterly - 1.4%. British Journal for the Philosophy of Science - 0.8%. The topic reaches its zenith in year 1903 when it makes up, on average across the journals, 30.9% of the articles. And it hits a minimum in year 2012 when it makes up, on average across the journals, 0.2% of the articles."
Figure 2.7 - ,"Fifteen scatterplots showing the frequency of names of prominent idealists in the journals over time. The names are bosanquet, schiller, shadworth, hodgson, hartshorne, bradley, dawes, hicks, creighton, muirhead, stout, balfour, wildon, urban, loewenberg. All of them peak fairly early in the data set and then fall away rapidly. The only exceptions are ones where the name has some other use than referring to the famous idealist, as happens with Urban and Bradley."
Figure 2.8 - ,"A scatterplot showing which proportion of articles each year are in the topic Life and Value. The x-axis shows the year, the y-axis measures the proportion of articles each year in this topic. There is one dot per year. The highest value is in 1921 when 9.9% of articles were in this topic. The lowest value is in 2007 when 0.3% of articles were in this topic. The full table that provides the data for this graph is available in Table A.3 in Appendix A."
Figure 2.9 - ,"A set of twelve scatterplots showing the proportion of articles in each journal in each year that are in the topic Life and Value. There is one scatterplot for each of the twelve journals that are the focus of this book. In each scatterplot, the x-axis is the year, and the y-axis is the proportion of articles in that year in that journal in this topic. Here are the average values for each of the twelve scatterplots - these tell you on average how much of the journal is dedicated to this topic. Mind - 2.2%. Proceedings of the Aristotelian Society - 3.4%. Ethics - 4.5%. Philosophical Review - 4.2%. Analysis - 0.4%. Philosophy and Public Affairs - 1.4%. Journal of Philosophy - 2.7%. Philosophy and Phenomenological Research - 2.3%. Philosophy of Science - 1.2%. Nožs - 0.5%. The Philosophical Quarterly - 1.1%. British Journal for the Philosophy of Science - 0.6%. The topic reaches its zenith in year 1913 when it makes up, on average across the journals, 9.6% of the articles. And it hits a minimum in year 2007 when it makes up, on average across the journals, 0.4% of the articles."
Figure 2.10 - ,"A scatterplot showing which proportion of articles each year are in the topic Other History. The x-axis shows the year, the y-axis measures the proportion of articles each year in this topic. There is one dot per year. The highest value is in 1877 when 13.8% of articles were in this topic. The lowest value is in 2008 when 0.5% of articles were in this topic. The full table that provides the data for this graph is available in Table A.4 in Appendix A."
Figure 2.11 - ,"A set of twelve scatterplots showing the proportion of articles in each journal in each year that are in the topic Other History. There is one scatterplot for each of the twelve journals that are the focus of this book. In each scatterplot, the x-axis is the year, and the y-axis is the proportion of articles in that year in that journal in this topic. Here are the average values for each of the twelve scatterplots - these tell you on average how much of the journal is dedicated to this topic. Mind - 2.8%. Proceedings of the Aristotelian Society - 1.3%. Ethics - 2.0%. Philosophical Review - 3.3%. Analysis - 0.4%. Philosophy and Public Affairs - 0.6%. Journal of Philosophy - 2.1%. Philosophy and Phenomenological Research - 2.1%. Philosophy of Science - 1.0%. Nožs - 0.5%. The Philosophical Quarterly - 2.0%. British Journal for the Philosophy of Science - 1.2%. The topic reaches its zenith in year 1877 when it makes up, on average across the journals, 13.8% of the articles. And it hits a minimum in year 2008 when it makes up, on average across the journals, 0.5% of the articles."
Figure 2.12 - ,"A scatterplot showing which proportion of articles each year are in the topic Dewey and Pragmatism. The x-axis shows the year, the y-axis measures the proportion of articles each year in this topic. There is one dot per year. The highest value is in 1908 when 5.1% of articles were in this topic. The lowest value is in 1884 when 0.1% of articles were in this topic. The full table that provides the data for this graph is available in Table A.5 in Appendix A."
Figure 2.13 - ,"A set of twelve scatterplots showing the proportion of articles in each journal in each year that are in the topic Dewey and Pragmatism. There is one scatterplot for each of the twelve journals that are the focus of this book. In each scatterplot, the x-axis is the year, and the y-axis is the proportion of articles in that year in that journal in this topic. Here are the average values for each of the twelve scatterplots - these tell you on average how much of the journal is dedicated to this topic. Mind - 1.1%. Proceedings of the Aristotelian Society - 1.0%. Ethics - 2.0%. Philosophical Review - 1.5%. Analysis - 0.4%. Philosophy and Public Affairs - 0.7%. Journal of Philosophy - 2.2%. Philosophy and Phenomenological Research - 1.6%. Philosophy of Science - 0.8%. Nožs - 0.6%. The Philosophical Quarterly - 0.6%. British Journal for the Philosophy of Science - 0.4%. The topic reaches its zenith in year 1908 when it makes up, on average across the journals, 4.2% of the articles. And it hits a minimum in year 1884 when it makes up, on average across the journals, 0.1% of the articles."
Figure 2.14 - ,"Nine scatterplots showing the number of occurrences of the words consciousness, physiological, conscious, stimulus, selves, interaction, environment, immediacy, organism in the three big journals. The x-axis is the year, from 1930-1970. The y-axis is the frequency, from 0 to 150. The general trend is flat is downwards for Journal of Philosophy. For Philosophical Review, the trend is flat through 1950, then down. For Mind the trend is flat at a low level; the level the other two journals end at."
Figure 2.15 - ,A single scatterplot showing the sums of the values in the nine scatterplots in the previous graph. The trends mentioned there are more pronounced when the sum is shown.
Figure 2.16 - ,"Nine scatterplots showing the number of occurrences of the words dialectical, contemporary, philosopher, synthesis, naturalism, metaphysics, idealism, categories, speculative in Mind and Philosophical Review. The x-axis is the year, from 1930-1970. The y-axis is the frequency, from 0 to 150. These words do not appear particularly often in Mind, but they occur a lot in Philosophical Review until a  falling away around 1950."
Figure 2.17 - ,"A single scatterplot showing the sums of the values in the nine scatterplots in the previous graph. These words do not get used very often in Mind. In Philosophical Review, they are used roughly three times as often until 1950, when they slowly decline back to Mind's level. The same is true through 1950 for Journal of Philosophy, but theyn they actually increase in frequency through the 1950s, before declining rapidly in the 1960s."
Figure 2.18 - ,"Six scatterplots showing the number of occurrences of the words economic, society, national, culture, cultures, democracy in the three big journals. The x-axis is the year, from 1930-1970. The y-axis is the frequency, from 0 to 100. The words culture and society fall away dramatically in frequency in Philosophical Review after about 1952, and after the late 1950s in Journal of Philosophy."
Figure 2.19 - ,"A single scatterplot showing the sums of the values in the six scatterplots in the previous graph. A loess curve through the graph shows that they start declining in frequency in Philosophical Review in the late 1940s, and in Journal of Philosophy in the mid 1950s."
Figure 2.20 - ,"A single scatterplot summing the frequency of the 24 words discussed so far. Their annual usage in Mind is reasonably stable, around 200 per year. In Philosophical Review they are used around 600 times per year through 1950, then are used even less often than in Mind. In Journal of Philosophy they are used around 700 to 800 times a year until around 1960, then drop to 300 to 400 usages per year."
Figure 2.21 - ,"Twelve scatterplots showing the number of occurrences of the words idea, ideas, immanent, intellect, treatise, esse, hume, berkeley, spinoza, res, natura, descartes in the three big journals. The x-axis is the year, from 1930-1970. The y-axis is the frequency, from 0 to 250. The main significance is seeing how all these values in Mind fall to very low levels after Ryle becomes editor after World War II.."
Figure 2.22 - ,"A single scatterplot showing the sum of the previous 12. The fall in how often these words appear in Mind is very dramatic, from averaging about 400 appearances per year to about 150."
Figure 2.23 - ,"A scatterplot showing which proportion of articles each year are in the topic Definitions. The x-axis shows the year, the y-axis measures the proportion of articles each year in this topic. There is one dot per year. The highest value is in 1934 when 5.2% of articles were in this topic. The lowest value is in 1884 when 0.3% of articles were in this topic. The full table that provides the data for this graph is available in Table A.6 in Appendix A."
Figure 2.24 - ,"A set of twelve scatterplots showing the proportion of articles in each journal in each year that are in the topic Definitions. There is one scatterplot for each of the twelve journals that are the focus of this book. In each scatterplot, the x-axis is the year, and the y-axis is the proportion of articles in that year in that journal in this topic. Here are the average values for each of the twelve scatterplots - these tell you on average how much of the journal is dedicated to this topic. Mind - 1.8%. Proceedings of the Aristotelian Society - 1.4%. Ethics - 0.8%. Philosophical Review - 1.7%. Analysis - 2.5%. Philosophy and Public Affairs - 0.3%. Journal of Philosophy - 2.2%. Philosophy and Phenomenological Research - 1.8%. Philosophy of Science - 2.4%. Nožs - 1.1%. The Philosophical Quarterly - 1.2%. British Journal for the Philosophy of Science - 1.2%. The topic reaches its zenith in year 1934 when it makes up, on average across the journals, 5.4% of the articles. And it hits a minimum in year 1891 when it makes up, on average across the journals, 0.3% of the articles."
Figure 2.25 - ,"A scatterplot showing which proportion of articles each year are in the topic Propositions and Implications. The x-axis shows the year, the y-axis measures the proportion of articles each year in this topic. There is one dot per year. The highest value is in 1905 when 5.6% of articles were in this topic. The lowest value is in 1886 when 0.0% of articles were in this topic. The full table that provides the data for this graph is available in Table A.7 in Appendix A."
Figure 2.26 - ,"A set of twelve scatterplots showing the proportion of articles in each journal in each year that are in the topic Propositions and Implications. There is one scatterplot for each of the twelve journals that are the focus of this book. In each scatterplot, the x-axis is the year, and the y-axis is the proportion of articles in that year in that journal in this topic. Here are the average values for each of the twelve scatterplots - these tell you on average how much of the journal is dedicated to this topic. Mind - 2.8%. Proceedings of the Aristotelian Society - 1.5%. Ethics - 0.2%. Philosophical Review - 1.4%. Analysis - 3.4%. Philosophy and Public Affairs - 0.1%. Journal of Philosophy - 1.1%. Philosophy and Phenomenological Research - 1.2%. Philosophy of Science - 0.9%. Nožs - 1.7%. The Philosophical Quarterly - 1.4%. British Journal for the Philosophy of Science - 0.5%. The topic reaches its zenith in year 1933 when it makes up, on average across the journals, 7.4% of the articles. And it hits a minimum in year 1886 when it makes up, on average across the journals, 0.0% of the articles."
Figure 2.27 - ,"A scatterplot showing which proportion of articles each year are in the topic Beauty. The x-axis shows the year, the y-axis measures the proportion of articles each year in this topic. There is one dot per year. The highest value is in 1944 when 4.2% of articles were in this topic. The lowest value is in 1886 when 0.0% of articles were in this topic. The full table that provides the data for this graph is available in Table A.8 in Appendix A."
Figure 2.28 - ,"A set of twelve scatterplots showing the proportion of articles in each journal in each year that are in the topic Beauty. There is one scatterplot for each of the twelve journals that are the focus of this book. In each scatterplot, the x-axis is the year, and the y-axis is the proportion of articles in that year in that journal in this topic. Here are the average values for each of the twelve scatterplots - these tell you on average how much of the journal is dedicated to this topic. Mind - 0.8%. Proceedings of the Aristotelian Society - 1.4%. Ethics - 0.6%. Philosophical Review - 1.1%. Analysis - 0.3%. Philosophy and Public Affairs - 0.1%. Journal of Philosophy - 2.1%. Philosophy and Phenomenological Research - 1.5%. Philosophy of Science - 0.1%. Nožs - 0.4%. The Philosophical Quarterly - 1.1%. British Journal for the Philosophy of Science - 0.1%. The topic reaches its zenith in year 1890 when it makes up, on average across the journals, 4.0% of the articles. And it hits a minimum in year 1886 when it makes up, on average across the journals, 0.0% of the articles."
Figure 2.29 - ,"A scatterplot showing which proportion of articles each year are in the topic Physicalism. The x-axis shows the year, the y-axis measures the proportion of articles each year in this topic. There is one dot per year. The highest value is in 1922 when 5.3% of articles were in this topic. The lowest value is in 1887 when 0.3% of articles were in this topic. The full table that provides the data for this graph is available in Table A.9 in Appendix A."
Figure 2.30 - ,"A set of twelve scatterplots showing the proportion of articles in each journal in each year that are in the topic Physicalism. There is one scatterplot for each of the twelve journals that are the focus of this book. In each scatterplot, the x-axis is the year, and the y-axis is the proportion of articles in that year in that journal in this topic. Here are the average values for each of the twelve scatterplots - these tell you on average how much of the journal is dedicated to this topic. Mind - 1.6%. Proceedings of the Aristotelian Society - 1.7%. Ethics - 0.2%. Philosophical Review - 1.5%. Analysis - 1.2%. Philosophy and Public Affairs - 0.1%. Journal of Philosophy - 1.9%. Philosophy and Phenomenological Research - 1.6%. Philosophy of Science - 1.3%. Nožs - 0.8%. The Philosophical Quarterly - 1.0%. British Journal for the Philosophy of Science - 1.1%. The topic reaches its zenith in year 1934 when it makes up, on average across the journals, 4.8% of the articles. And it hits a minimum in year 1887 when it makes up, on average across the journals, 0.3% of the articles."
Figure 2.31 - ,"A scatterplot showing which proportion of articles each year are in the topic History and Culture. The x-axis shows the year, the y-axis measures the proportion of articles each year in this topic. There is one dot per year. The highest value is in 1943 when 3.7% of articles were in this topic. The lowest value is in 1887 when 0.1% of articles were in this topic. The full table that provides the data for this graph is available in Table A.10 in Appendix A."
Figure 2.32 - ,"A set of twelve scatterplots showing the proportion of articles in each journal in each year that are in the topic History and Culture. There is one scatterplot for each of the twelve journals that are the focus of this book. In each scatterplot, the x-axis is the year, and the y-axis is the proportion of articles in that year in that journal in this topic. Here are the average values for each of the twelve scatterplots - these tell you on average how much of the journal is dedicated to this topic. Mind - 0.5%. Proceedings of the Aristotelian Society - 0.5%. Ethics - 2.1%. Philosophical Review - 0.8%. Analysis - 0.2%. Philosophy and Public Affairs - 0.8%. Journal of Philosophy - 1.1%. Philosophy and Phenomenological Research - 2.0%. Philosophy of Science - 1.0%. Nožs - 0.2%. The Philosophical Quarterly - 0.7%. British Journal for the Philosophy of Science - 0.4%. The topic reaches its zenith in year 1943 when it makes up, on average across the journals, 3.5% of the articles. And it hits a minimum in year 1887 when it makes up, on average across the journals, 0.1% of the articles."
Figure 2.33 - ,"A scatterplot showing which proportion of articles each year are in the topic Faith and Theism. The x-axis shows the year, the y-axis measures the proportion of articles each year in this topic. There is one dot per year. The highest value is in 1920 when 3.4% of articles were in this topic. The lowest value is in 2002 when 0.1% of articles were in this topic. The full table that provides the data for this graph is available in Table A.11 in Appendix A."
Figure 2.34 - ,"A set of twelve scatterplots showing the proportion of articles in each journal in each year that are in the topic Faith and Theism. There is one scatterplot for each of the twelve journals that are the focus of this book. In each scatterplot, the x-axis is the year, and the y-axis is the proportion of articles in that year in that journal in this topic. Here are the average values for each of the twelve scatterplots - these tell you on average how much of the journal is dedicated to this topic. Mind - 0.8%. Proceedings of the Aristotelian Society - 1.1%. Ethics - 1.0%. Philosophical Review - 1.3%. Analysis - 0.6%. Philosophy and Public Affairs - 0.2%. Journal of Philosophy - 0.9%. Philosophy and Phenomenological Research - 1.3%. Philosophy of Science - 0.1%. Nožs - 0.7%. The Philosophical Quarterly - 1.0%. British Journal for the Philosophy of Science - 0.2%. The topic reaches its zenith in year 1920 when it makes up, on average across the journals, 3.3% of the articles. And it hits a minimum in year 2002 when it makes up, on average across the journals, 0.1% of the articles."
Figure 2.35 - ,"A scatterplot showing which proportion of articles each year are in the topic Self-Consciousness. The x-axis shows the year, the y-axis measures the proportion of articles each year in this topic. There is one dot per year. The highest value is in 1901 when 5.5% of articles were in this topic. The lowest value is in 2006 when 0.3% of articles were in this topic. The full table that provides the data for this graph is available in Table A.12 in Appendix A."
Figure 2.36 - ,"A set of twelve scatterplots showing the proportion of articles in each journal in each year that are in the topic Self-Consciousness. There is one scatterplot for each of the twelve journals that are the focus of this book. In each scatterplot, the x-axis is the year, and the y-axis is the proportion of articles in that year in that journal in this topic. Here are the average values for each of the twelve scatterplots - these tell you on average how much of the journal is dedicated to this topic. Mind - 1.2%. Proceedings of the Aristotelian Society - 1.6%. Ethics - 0.8%. Philosophical Review - 1.6%. Analysis - 0.6%. Philosophy and Public Affairs - 0.5%. Journal of Philosophy - 0.9%. Philosophy and Phenomenological Research - 1.3%. Philosophy of Science - 0.3%. Nožs - 0.5%. The Philosophical Quarterly - 0.7%. British Journal for the Philosophy of Science - 0.3%. The topic reaches its zenith in year 1901 when it makes up, on average across the journals, 5.8% of the articles. And it hits a minimum in year 2006 when it makes up, on average across the journals, 0.3% of the articles."
Figure 2.37 - ,"A scatterplot showing which proportion of articles each year are in the topic Ancient. The x-axis shows the year, the y-axis measures the proportion of articles each year in this topic. There is one dot per year. The highest value is in 1909 when 4.2% of articles were in this topic. The lowest value is in 1885 when 0.0% of articles were in this topic. The full table that provides the data for this graph is available in Table A.13 in Appendix A."
Figure 2.38 - ,"A set of twelve scatterplots showing the proportion of articles in each journal in each year that are in the topic Ancient. There is one scatterplot for each of the twelve journals that are the focus of this book. In each scatterplot, the x-axis is the year, and the y-axis is the proportion of articles in that year in that journal in this topic. Here are the average values for each of the twelve scatterplots - these tell you on average how much of the journal is dedicated to this topic. Mind - 1.6%. Proceedings of the Aristotelian Society - 1.3%. Ethics - 0.5%. Philosophical Review - 2.4%. Analysis - 0.3%. Philosophy and Public Affairs - 0.1%. Journal of Philosophy - 0.7%. Philosophy and Phenomenological Research - 0.8%. Philosophy of Science - 0.2%. Nožs - 0.6%. The Philosophical Quarterly - 1.7%. British Journal for the Philosophy of Science - 0.2%. The topic reaches its zenith in year 1909 when it makes up, on average across the journals, 3.7% of the articles. And it hits a minimum in year 1885 when it makes up, on average across the journals, 0.0% of the articles."
Figure 2.39 - ,"A scatterplot showing which proportion of articles each year are in the topic Universals and Particulars. The x-axis shows the year, the y-axis measures the proportion of articles each year in this topic. There is one dot per year. The highest value is in 1933 when 3.6% of articles were in this topic. The lowest value is in 2012 when 0.4% of articles were in this topic. The full table that provides the data for this graph is available in Table A.14 in Appendix A."
Figure 2.40 - ,"A set of twelve scatterplots showing the proportion of articles in each journal in each year that are in the topic Universals and Particulars. There is one scatterplot for each of the twelve journals that are the focus of this book. In each scatterplot, the x-axis is the year, and the y-axis is the proportion of articles in that year in that journal in this topic. Here are the average values for each of the twelve scatterplots - these tell you on average how much of the journal is dedicated to this topic. Mind - 1.7%. Proceedings of the Aristotelian Society - 1.5%. Ethics - 0.2%. Philosophical Review - 1.5%. Analysis - 1.6%. Philosophy and Public Affairs - 0.1%. Journal of Philosophy - 1.4%. Philosophy and Phenomenological Research - 1.6%. Philosophy of Science - 1.0%. Nožs - 1.9%. The Philosophical Quarterly - 1.3%. British Journal for the Philosophy of Science - 0.6%. The topic reaches its zenith in year 1933 when it makes up, on average across the journals, 5.5% of the articles. And it hits a minimum in year 2008 when it makes up, on average across the journals, 0.4% of the articles."
Figure 2.41 - ,"A scatterplot showing which proportion of articles each year are in the topic Verification. The x-axis shows the year, the y-axis measures the proportion of articles each year in this topic. There is one dot per year. The highest value is in 1950 when 4.5% of articles were in this topic. The lowest value is in 1884 when 0.0% of articles were in this topic. The full table that provides the data for this graph is available in Table A.15 in Appendix A."
Figure 2.42 - ,"A set of twelve scatterplots showing the proportion of articles in each journal in each year that are in the topic Verification. There is one scatterplot for each of the twelve journals that are the focus of this book. In each scatterplot, the x-axis is the year, and the y-axis is the proportion of articles in that year in that journal in this topic. Here are the average values for each of the twelve scatterplots - these tell you on average how much of the journal is dedicated to this topic. Mind - 2.0%. Proceedings of the Aristotelian Society - 1.3%. Ethics - 0.5%. Philosophical Review - 1.1%. Analysis - 3.3%. Philosophy and Public Affairs - 0.1%. Journal of Philosophy - 1.4%. Philosophy and Phenomenological Research - 1.4%. Philosophy of Science - 1.8%. Nožs - 0.9%. The Philosophical Quarterly - 1.6%. British Journal for the Philosophy of Science - 1.9%. The topic reaches its zenith in year 1947 when it makes up, on average across the journals, 4.5% of the articles. And it hits a minimum in year 1884 when it makes up, on average across the journals, 0.0% of the articles."
Figure 2.43 - ,"A scatterplot showing which proportion of articles each year are in the topic Value. The x-axis shows the year, the y-axis measures the proportion of articles each year in this topic. There is one dot per year. The highest value is in 1877 when 3.5% of articles were in this topic. The lowest value is in 1887 when 0.2% of articles were in this topic. The full table that provides the data for this graph is available in Table A.16 in Appendix A."
Figure 2.44 - ,"A set of twelve scatterplots showing the proportion of articles in each journal in each year that are in the topic Value. There is one scatterplot for each of the twelve journals that are the focus of this book. In each scatterplot, the x-axis is the year, and the y-axis is the proportion of articles in that year in that journal in this topic. Here are the average values for each of the twelve scatterplots - these tell you on average how much of the journal is dedicated to this topic. Mind - 1.0%. Proceedings of the Aristotelian Society - 1.1%. Ethics - 2.6%. Philosophical Review - 1.2%. Analysis - 0.8%. Philosophy and Public Affairs - 0.9%. Journal of Philosophy - 1.6%. Philosophy and Phenomenological Research - 1.3%. Philosophy of Science - 0.6%. Nožs - 0.6%. The Philosophical Quarterly - 1.1%. British Journal for the Philosophy of Science - 0.4%. The topic reaches its zenith in year 1877 when it makes up, on average across the journals, 3.5% of the articles. And it hits a minimum in year 1887 when it makes up, on average across the journals, 0.2% of the articles."
Figure 2.45 - ,"A scatterplot showing which proportion of articles each year are in the topic Deduction. The x-axis shows the year, the y-axis measures the proportion of articles each year in this topic. There is one dot per year. The highest value is in 1914 when 6.0% of articles were in this topic. The lowest value is in 1901 when 0.1% of articles were in this topic. The full table that provides the data for this graph is available in Table A.17 in Appendix A."
